geneid	JP6pm	JP8pm	JP10pm	JPMid	JP2am	JP4am	JP6am	JP8am	JP10am	JPnoon	JP2pm	JP4pm
TRINITY_DN29599_c3_g1	9.55	14.35	13.09	12.41	10.11	10.09	6.63	5.16	8.02	7.89	8.27	8.67
TRINITY_DN31204_c8_g1	2.89	3.86	4.07	4.13	2.24	2.72	1.61	1.39	1.87	2.71	2.48	2.21
TRINITY_DN19324_c0_g1	234.37	309.85	244.73	74.92	205.68	173.05	186.62	125.43	157.75	42.75	134.77	242.1
TRINITY_DN26685_c0_g1	0	0	0	0	0	0	12.26	3.8	6.71	0	0	0
TRINITY_DN29468_c0_g2	28.17	29.21	32.32	26.76	23.51	20.91	16.56	19	16.9	20.6	22.31	26.64
TRINITY_DN35247_c1_g7	0	0	0	0	0	1.79	0	1.57	1.41	8.29	1.16	1.85
TRINITY_DN22614_c0_g1	43.22	43.61	35.71	33.32	48.24	40.53	43.47	63.23	97.93	60.48	64.32	72.36
TRINITY_DN36186_c2_g2	8.75	10.62	14.04	14.17	10.93	12.29	15.65	6.89	11.4	14.58	13.47	11.17
TRINITY_DN36186_c2_g1	7.94	5.98	8.75	12.56	5.93	6.12	8.76	5.92	11.69	5.58	7.29	7.89
TRINITY_DN33871_c0_g1	2.35	3.11	1.84	2.55	1.78	1.83	2.66	1.77	2.07	1.95	1.83	1.71
TRINITY_DN29471_c0_g1	6.18	7.06	6.29	5.76	5.51	5.24	5.76	5.83	5.82	5.61	7.27	7.31
TRINITY_DN33010_c0_g1	4.2	2.25	1.69	2.22	2.67	0.98	1.51	1.09	2.84	6.11	10.95	9.36
TRINITY_DN1735_c0_g1	9.83	10.97	10.82	9.14	6.94	7	7.37	3.83	3.44	6.09	9.86	9.19
TRINITY_DN30775_c1_g6	0	0.46	1.46	0.52	2.5	3.21	2.13	2.32	1.6	0.47	0.71	0.25
TRINITY_DN30491_c0_g1	25.65	32.69	24.88	26.56	26.2	19.3	20.23	19.99	25.35	17.03	22.54	31.05
TRINITY_DN30775_c1_g1	109.91	101.05	113.06	113.7	108.04	114.08	105.17	115.86	104.08	107.47	95.61	93.43
TRINITY_DN56952_c0_g1	0	0	0	0	6.43	0	9.66	0	0	0	2.92	0
TRINITY_DN28377_c1_g2	4.85	3.95	4.62	5.56	7	7.22	7.72	6.4	9.35	12.29	13.45	7.74
TRINITY_DN28377_c1_g1	59.59	49.51	43.89	61.64	74.11	68.63	67.81	79.97	76.04	112.07	103.04	95.93
TRINITY_DN26013_c0_g1	6.96	11.09	8.49	10.27	8.25	7.07	6.66	5.26	5.4	5.9	6.09	6.6
TRINITY_DN27176_c4_g1	3.23	3.13	3.96	3.98	2.1	2.2	1.77	1.23	2.37	0.97	2.17	2.22
TRINITY_DN27691_c0_g1	12.88	13.94	15.49	11.07	9.66	8.88	8.02	10.16	10.56	13.27	15.1	13.55
TRINITY_DN22561_c0_g1	45.24	47.12	34.06	37.25	43.72	30.45	25.7	31.13	50.94	36.55	38.92	51.6
TRINITY_DN50556_c0_g1	0.21	21.35	0	0	0	0	0	0	0	0	0	0
TRINITY_DN35716_c0_g5	3.96	5.2	3.75	3.24	1.93	1.2	2.92	0.79	1.88	2.39	1.21	2.88
TRINITY_DN27830_c0_g1	9.8	6.79	8.72	6.78	5.49	5.64	7.82	2.39	1.26	1.72	4.05	7.21
TRINITY_DN23062_c0_g1	0	0	0	0	0	0	0	0	0	0	19.2	0
TRINITY_DN23062_c0_g2	0	18.29	13.78	0	0	0	42	0	0	3.79	0	0
TRINITY_DN36951_c0_g1	68.43	68.48	66.61	70.84	74.41	58.49	57.63	63.08	76.62	62.93	72.76	86.3
TRINITY_DN29596_c1_g3	1.58	2.19	2.66	3.01	1.91	2.07	0.92	0.83	1.13	1.23	0.9	1.01
TRINITY_DN29596_c1_g2	34.57	33.22	26.09	24.74	15.55	24.56	10.22	17.87	26.69	17.35	18.84	18.77
TRINITY_DN32997_c2_g8	4.14	3.44	1.78	4.53	0	1.93	0	0	1.53	2.99	0	0
TRINITY_DN26225_c0_g2	0	0	12.52	17.34	0	0	0	0	0	0	3.76	0
TRINITY_DN31696_c1_g1	7.19	8.23	9.15	10.46	11.31	12.15	8.9	10.11	12.46	8.59	9.6	7.02
TRINITY_DN26225_c0_g1	89.44	70.64	78.54	88.53	98.64	112.99	149.11	184.01	126.59	105.87	110.5	91.33
